rank,name,username,network_degrees,journo_followers,total_followers,location,site,page_rank,betweenness_centrality,closeness_centrality,score_1,score
2422,James Rainey,RaineyTime,413,344,9473,"Los Angeles, CA",LATimes,9.34E-05,4.04E-05,0.481122697,345.0862373,174.0558902
2423,Martin Stabe,martinstabe,444,366,15937,London,FinancialTimes,0.000109222,9.84E-05,0.47422139,367.944314,174.0260464
2424,Timothy Aeppel,TimAeppel,401,365,9676,New York,Mic,8.84E-05,2.21E-05,0.475938597,366.1772467,173.9977365
2425,Jenna Ellis,JennaEllisEsq,432,317,894326,"Washington, DC",Newsmax,0.000102972,7.24E-05,0.477604783,411.5004473,173.967649
2426,David Olusoga,DavidOlusoga,394,360,188214,"Bristol, Manchester, London",Guardian,0.00011504,0.000123819,0.468490743,382.58568,173.9472585
2427,Luke Mcgee,lukemcgee,385,362,52761,Bethnal Green,CNN,0.000102189,0.000106876,0.476169901,368.366494,173.8892706
2428,Jack Moore,JFXM,758,352,25498,Hong Kong,AFP,0.000180803,0.00037084,0.491433566,354.9917653,173.7197422
2429,Tom Braithwaite,TBraithwaite,558,356,10078,London,FinancialTimes,0.000126817,6.99E-05,0.487124499,357.1959227,173.7076033
2430,Tom Philpott,tomphilpott,908,345,37404,North Carolina/Austin,MotherJones,0.000198727,0.00035077,0.500354203,349.30146,173.6983268
2431,Stephanie Murray,stephanie_murr,1185,343,13691,"Washington, DC",Politico,0.00024078,0.000257827,0.50499623,344.5653377,173.6089517
2432,Michael Warren,MichaelRWarren,514,360,13100,Washington DC,CNN,0.000107735,1.71E-05,0.481058272,361.572,173.5590897
2433,Michael Hiltzik,hiltzikm,551,339,19801,Los Angeles,LATimes,0.000121025,0.000118484,0.485216529,341.237513,173.2828046
2434,Jane C. Timm,janestreet,770,350,14579,,Mic,0.000157512,6.02E-05,0.493888257,351.7008833,173.2809131
2435,Kaitlyn Tiffany,kait_tiffany,481,359,13717,ktiffany@theatlantic.com,Atlantic,0.000110273,7.64E-05,0.481466586,360.6414677,173.2416603
2436,Mary Mcnamara,marymacTV,526,339,10823,"LA, CA",LATimes,0.000121985,0.000107941,0.485763264,340.222999,173.21933
2437,Steve Lohr,SteveLohr,453,300,21447,"New York, NY",NYTimes,0.0001,3.07E-05,0.479410593,302.1447,173.2047286
2438,Muyi Xiao,muyixiao,652,293,14879,,NYTimes,0.000140447,8.30E-05,0.490806937,294.4531823,172.9956582
2439,Scott Hensley,scotthensley,471,361,32067,"Washington, D.C.",NPR,0.000109924,0.00014437,0.476633183,364.858729,172.9841782
2440,Zing Tsjeng,misszing,516,355,44567,"London, UK",VICE,0.000135738,0.00021407,0.48345353,360.2737617,172.9008125
2441,Sunlen Serfaty,SunlenSerfaty,627,353,19514,"Washington, DC",CNN,0.000129543,3.26E-05,0.488161497,355.2961473,172.8814538
2442,Chris Herring,Herring_NBA,334,301,91772,"Chicago, IL",NYTimes,9.10E-05,0.00011126,0.471359262,310.2077907,172.8590719
2443,Jacob Shamsian,JayShams,1482,335,9646,New York,BusinessInsider,0.000310678,0.000801805,0.515158431,336.0771367,172.8555224
2444,Lauren Dezenski,LaurenDezenski,788,334,11510,"Washington, DC",Bloomberg,0.000160908,8.18E-05,0.491702611,335.2814467,172.7709033
2445,Kevin Fallon,kpfallon,514,354,27315,"New York, NY",DailyBeast,0.000120187,9.56E-05,0.485785159,357.22317,172.7508304
2446,Stacey Vanek Smith,svaneksmith,785,348,23911,New York,NPR,0.000168709,0.000201188,0.494409355,350.773676,172.7401212
2447,Chris Kay,christopherkay,375,351,10404,Mumbai,Bloomberg,9.52E-05,0.000107573,0.467839976,352.217268,172.7214036
2448,Marty Swant,martyswant,1269,337,14666,"New York, NY",forbes,0.000277856,0.000906388,0.511006094,338.6474807,172.62999
2449,Scott Clement,sfcpoll,727,306,5397,"Washington, DC",WashingtonPost,0.000147625,3.70E-05,0.490092744,306.550494,172.6187677
2450,Alicia A. Caldwell,acaldwellwsj,476,328,5115,"Los Angeles, CA",WallStJournal,0.00010334,0.000109931,0.477858896,328.55924,172.5584705
2451,Tom Phillips,flashboy,479,355,23752,London,Guardian,0.00012202,0.000103355,0.484083253,357.8106533,172.5298499
2452,Spencer Hsu,hsu_spencer,371,315,19943,,WashingtonPost,7.89E-05,7.95E-06,0.474513694,317.094015,172.463928
2453,Nadja Popovich,PopovichN,524,297,6610,,NYTimes,0.000116252,7.13E-05,0.483280101,297.65439,172.4307802
2454,Jennifer Newton,JNSmall,544,354,18447,"Santa Fe, NM",DailyMirror,0.000112817,2.32E-05,0.485588175,356.176746,172.426715
2455,Laura Bennett,lbennett,560,356,4651,,Mic,0.000121481,3.77E-05,0.48395283,356.5519187,172.4207588
2456,Sara Eisen,SaraEisen,400,350,139871,"New York, NY",CNBC,9.37E-05,4.90E-05,0.480843648,366.3182833,172.2185482
2457,Jessica Garrison,jvgarrison,732,349,4811,"San Francisco, CA",Buzzfeed,0.000154009,8.56E-05,0.492849348,349.5596797,172.1423413
2458,Dan Friedman,dfriedman33,405,360,22239,Washington D.C.,Mic,8.57E-05,1.19E-05,0.476401429,362.66868,172.1401959
2459,Allan Smith,akarl_smith,607,352,14244,"New York, NY",AOL,0.000125041,3.18E-05,0.487852143,353.671296,172.131627
2460,Adrienne Shih,adrienneshih,368,346,6962,"Washington, DC ",LATimes,8.18E-05,2.01E-05,0.473180381,346.8029507,172.1059012
2461,Joanna Robinson,jowrotethis,423,351,72595,"Oakland, CA",BusinessInsider,0.000108142,0.000143745,0.483909372,359.493615,171.9072595
2462,Heather Tal Murphy,heathertal,626,294,5197,"New york, ny",NYTimes,0.000133059,6.13E-05,0.486706536,294.509306,171.8587954
2463,Michael Grabell,MichaelGrabell,1073,341,5459,New York,ProPublica,0.0002148,0.000124466,0.503486384,341.6205063,171.8450652
2464,Casey Michel,cjcmichel,739,346,35018,PDX - HOU - ex-USSR - NYC,https://foreignpolicy.com/2022/01/07/kazakhstan-russia-troops-csto/,0.000156309,0.000106542,0.493707262,350.0387427,171.8196909
2465,Christine Emba,ChristineEmba,453,309,12596,"Washington, DC",WashingtonPost,9.89E-05,3.04E-05,0.482414822,310.297388,171.7859875
2466,Jamie Tarabay,jamietarabay,431,358,7505,Singapore and elsewhere ,YahooNews,9.59E-05,3.35E-05,0.479027047,358.8955967,171.7061903
2467,Tania Branigan,taniabranigan,768,345,43759,,Guardian,0.000180798,0.000235029,0.494069384,350.032285,171.6970865
2468,Ben Solomon,bcsolomon,395,358,7907,,VICE,8.88E-05,2.91E-05,0.478856779,358.9435687,171.656644
2469,Jared Malsin,jmalsin,488,322,13665,Istanbul,WallStJournal,0.000109995,6.03E-05,0.4833668,323.46671,171.598448
2470,Scott Feinberg,ScottFeinberg,983,337,44945,Los Angeles,HollywoodReporter,0.00022532,0.000683744,0.505327716,342.0488217,171.5710951
2471,Josefa Velasquez,J__Velasquez,484,355,16587,,Politico,0.000103139,2.62E-05,0.481832508,356.962795,171.5234096
2472,Liam Dillon,dillonliam,439,341,25148,"Los Angeles, CA",LATimes,9.93E-05,6.72E-05,0.477034017,343.8584893,171.517918
2473,Tracy Connor,TracyConnor,440,357,5570,,DailyBeast,9.52E-05,2.74E-05,0.479666631,357.66283,171.399956
2474,Jason Schreier,jasonschreier,387,324,334999,New York,Bloomberg,0.0001067,0.000335936,0.476043707,360.179892,170.9922543
2475,Sacramento Bureau Chief,johnmyers,411,341,33804,"Sacramento, CA",LATimes,9.13E-05,3.30E-05,0.474430142,344.842388,170.8267583
2476,Lucian Kim,Lucian_Kim,434,354,24071,ÐÐ°ÑÐ¸Ð½Ð³ÑÐ¾Ð½,NPR,9.71E-05,3.47E-05,0.480457807,356.840378,170.7644046
2477,Rachel Chason,Rachel_Chason,873,299,5196,"Washington, DC",WashingtonPost,0.000177396,8.13E-05,0.496093419,299.517868,170.7294459
2478,Nicholas Schmidle,nickschmidle,631,345,6764,,NewYorker,0.000134411,6.54E-05,0.494295979,345.77786,170.7243593
2479,Phil Plait,BadAstronomer,326,325,618315,Boulder,MotherJones,9.53E-05,0.00029685,0.476106796,391.984125,170.6805073
2480,Andrea Valdez,andreamvaldez,597,350,6806,,Atlantic,0.000126493,4.88E-05,0.486750498,350.7940333,170.5559224
2481,June Thomas,junethomas,504,350,17302,"Brooklyn, NY",Slate,0.000113313,7.29E-05,0.48571948,352.0185667,170.4920466
2482,Mariana Alfaro,marianaa_alfaro,566,306,4777,dc/san salv/cdmx,WashingtonPost,0.000117846,3.51E-05,0.483996297,306.487254,170.4538987
2483,Adam Rawnsley,arawnsley,402,354,23765,,DailyBeast,8.88E-05,2.56E-05,0.479559915,356.80427,170.4366177
2484,Adam Bienkov,AdamBienkov,413,358,74488,"London, England",BusinessInsider,0.00011413,7.35E-05,0.470228165,366.8889013,170.431589
2485,Rebecca Greenfield,rzgreenfield,466,337,8670,"New York, NY",Bloomberg,0.000102733,4.05E-05,0.480886558,337.97393,170.4075922
2486,Sue-Lin Wong,suelinwong,486,352,22411,,Economist,0.000114492,6.27E-05,0.482026456,354.6295573,170.3070706
2487,Stephen Battaglio,SteveBattaglio,589,330,7852,New York / Chicago,LATimes,0.000130517,9.27E-05,0.490672868,330.86372,170.2406458
2488,Jessica Schulberg,jessicaschulb,668,346,12444,,HuffPost,0.000139353,6.24E-05,0.490695207,347.435208,170.1326665
2489,Sharif Hassan,MSharif1990,316,298,37822,Planet Earth ð,NYTimes,7.43E-05,2.82E-05,0.47270305,301.7569853,170.1041737
2490,Natalie Fertig,natsfert,957,340,16793,"Washington, DC",Politico,0.000194974,0.000157153,0.498895039,341.9032067,170.0990634
2491,Ilya Marritz,ilyamarritz,559,349,12681,Nueva York,NPR,0.000119533,5.81E-05,0.486091897,350.475223,170.004619
2492,Ben Bartenstein,BenBartenstein,1045,322,11011,ðDXB via NYC-LIM-RBA-TFN-MKE,Bloomberg,0.00023508,0.000882091,0.501518359,323.1818473,169.8745342
2493,Terry Nguyen,terrygtnguyen,403,359,12017,????,Mic,9.20E-05,3.23E-05,0.471854539,360.4380343,169.735051
2494,Tom Standage,tomstandage,494,348,28675,London,Economist,0.000118414,0.000104429,0.48539135,351.3263,169.7234684
2495,Ian Kullgren,IanKullgren,842,345,7960,"Washington, DC",Politico,0.000168487,6.30E-05,0.4911872,345.9154,169.6844004
2496,Brian Kilmeade,kilmeade,507,320,560075,nyc,fox,0.000126398,0.000197403,0.484867264,379.7413333,169.6408329
2497,Haley Talbot,haleytalbotnbc,1011,338,14192,"Washington, DC",AOL,0.000203056,0.000106868,0.500261304,339.5989653,169.488271
2498,Hailey Branson-Potts,haileybranson,781,344,8814,"Los Angeles, CA",YahooNews,0.000163605,9.30E-05,0.491971951,345.010672,169.4869623
2499,Leah Millis,LeahMillis,1168,333,14970,"Washington, DC",Reuters,0.000239988,0.000288936,0.507421353,334.66167,169.392894
2500,The Bulwark,BulwarkOnline,352,351,97096,"Washington, DC",https://podcast.thebulwark.com/jonah-goldberg-on-politics-as-entertainment,7.91E-05,2.24E-05,0.474848197,362.360232,169.36891
2501,Rachel Monroe,rachmonroe,461,315,10003,"Marfa, TX",NewYorker,0.000103376,3.89E-05,0.477055132,316.050315,169.3382576
2502,Reed Albergotti,ReedAlbergotti,346,311,8229,"San Francisco, CA",WashingtonPost,7.78E-05,1.44E-05,0.472806735,311.853073,169.3312485
2503,Mark Follman,markfollman,1026,334,30569,San Francisco,Mic,0.000208024,0.000138017,0.504192998,337.4033487,169.2584336
2504,Brendan Greeley,bhgreeley,638,344,14771,,FinancialTimes,0.000141399,0.000106243,0.490739893,345.6937413,169.2301164
2505,Alissa Wilkinson,alissamarie,425,355,27479,,Mic,0.000100535,5.38E-05,0.474513694,358.2516817,169.2238451
2506,Peter Thal Larsen,peter_tl,404,357,19463,London,Reuters,9.84E-05,3.70E-05,0.471999191,359.316097,169.0503091
2507,Jonathan Haynes,JonathanHaynes,414,356,42004,,Guardian,0.000111883,5.35E-05,0.471524239,360.9844747,169.0377794
2508,Gretchen Morgenson,gmorgenson,389,357,16324,New York City ,NBC,8.57E-05,1.81E-05,0.472102568,358.942556,168.9991596
2509,Juan Williams,TheJuanWilliams,694,335,157968,"Washington, DC",Atlantic,0.000150974,0.000100917,0.49094108,352.63976,168.7953032
2510,Kara Voght,karavoght,617,347,7812,"Washington, DC",MotherJones,0.000125627,2.39E-05,0.485807056,347.903588,168.7945331
2511,Nathan Robinson,NathanJRobinson,504,342,87945,"New Orleans, LA",Guardian,0.000120302,0.000203364,0.486399022,352.02573,168.7867182
2512,Tom Hancock,hancocktom,439,337,37832,Hong Kong,Bloomberg,0.00010563,8.37E-05,0.473908607,341.2497947,168.7499181
2513,Micheline Maynard,MickiMaynard,596,298,13527,"Ann Arbor, MI",WashingtonPost,0.000134236,0.000196499,0.491299154,299.343682,168.7478062
2514,Melissa Gomez,MelissaGomez004,509,352,6651,"Los Angeles, CA",YahooNews,0.000108542,2.96E-05,0.478856779,352.780384,168.7444323
2515,Kerry Howley,KerryHowley,441,350,13847,,NYMag,9.71E-05,3.29E-05,0.480800747,351.6154833,168.6686242
2516,Michele Kelemen,michelekelemen,471,350,17494,"Washington, DC",NPR,0.000101,2.90E-05,0.480393561,352.0409667,168.62798
2517,Matthew Daly,MatthewDalyWDC,918,339,10890,"Washington, D.C.",ChristianScienceMonitor,0.000191217,0.000190278,0.496276168,340.23057,168.5429722
2518,Rumaan Alam,Rumaan,381,355,19834,,Vulture,8.88E-05,4.11E-05,0.473118066,357.3470233,168.512123
2519,Katha Pollitt,KathaPollitt,476,347,20994,"New York City, Clinton, CT",TheNation,0.000106484,6.11E-05,0.483887646,349.428306,168.4965268
2520,Jesse Watters,JesseBWatters,405,278,1558461,,fox,0.000102112,0.000180145,0.48110122,422.417386,168.4858295
2521,Cynthia Collins,NYCcyn,872,280,6843,New York City,NYTimes,0.000182247,0.000113681,0.49995962,280.63868,168.1780208
2522,Casey Cep,cncep,320,318,9161,Eastern Shore of Maryland,NewYorker,7.32E-05,1.31E-05,0.469265883,318.971066,168.1361942
2523,Steve Lopez,LATstevelopez,373,334,25197,"Los Angeles, CA",LATimes,8.72E-05,4.20E-05,0.476928469,336.805266,167.9612175
2524,Lauren Gambino,laurenegambino,798,336,9628,"Washington, DC",Guardian,0.000167186,0.00011689,0.499056748,337.078336,167.9521428
2525,Sabrina Imbler,aznfusion,461,353,12687,,Mic,0.000104997,6.13E-05,0.474367497,354.492837,167.8058031
2526,Brian Resnick,B_resnick,621,342,13015,"Washington, DC",Vox,0.000135061,0.000107252,0.48920292,343.48371,167.6703163
2527,Dan Wetzel,DanWetzel,352,342,284206,,AOL,0.000124499,0.000344368,0.467921223,374.399484,167.6092614
2528,Soumaya Keynes,SoumayaKeynes,457,351,27733,"London, UK ",Economist,0.000109162,7.27E-05,0.475287949,354.244761,167.597168
2529,Rana Foroohar,RanaForoohar,389,345,31833,"New York, USA",FinancialTimes,8.98E-05,3.92E-05,0.482955258,348.660795,167.5035641
2530,Bob Costas,hbryant42,422,342,70175,In my head,CNN,0.00011427,0.000179629,0.484083253,349.99995,167.4927934
2531,Amara Omeokwe,TheAmaraReport,792,308,4747,DC via THE BRONX,WallStJournal,0.000165249,0.00012587,0.493933526,308.4873587,167.4770761
2532,Zachary Petrizzo,ZTPetrizzo,642,339,60817,washington dc,DailyBeast,0.000135118,6.85E-05,0.489047533,345.872321,167.4675595
2533,Dan McCrum,FD,448,347,26572,London,FinancialTimes,0.000107886,5.60E-05,0.480307925,350.0734947,167.4049619
2534,Kiran Stacey,kiranstacey,490,349,11573,,FinancialTimes,0.000120402,8.26E-05,0.478346702,350.3463257,167.2650042
2535,W.J. Hennigan,wjhenn,402,352,9649,"Washington, D.C.",time,8.84E-05,2.94E-05,0.474325743,353.1321493,167.2311653
2536,Griff Witte,griffwitte,483,299,4894,"Washington, DC",WashingtonPost,0.000104604,3.55E-05,0.485566297,299.4877687,167.0981565
2537,Michael Biesecker,mbieseck,666,341,8803,"Washington, DC",Pbs,0.000145824,0.000150642,0.48920292,342.0006077,167.0629458
2538,Kathleen Ronayne,kronayne,579,345,9066,"Sacramento, CA",AP,0.000122742,5.83E-05,0.483323447,346.04259,166.9985433
2539,Ioan Grillo,ioangrillo,340,293,31486,Mexico,NYTimes,8.36E-05,8.76E-05,0.472412972,296.0751327,166.9720405
2540,Emily Heil,emilyaheil,360,306,6973,"Washington, DC",WashingtonPost,7.88E-05,1.51E-05,0.473887769,306.711246,166.9549101
2541,Benjamin Goggin,BenjaminGoggin,1353,324,5823,"New York, NY",BusinessInsider,0.000292908,0.000806058,0.51471558,324.628884,166.9296961
2542,Dana Cimilluca,danacimilluca,381,321,6871,,WallStJournal,8.63E-05,1.94E-05,0.472019863,321.735197,166.8610788
2543,Stuart Leavenworth,sleavenworth,804,321,6562,"Berkeley, CA",LATimes,0.000170718,0.000179858,0.493639424,321.702134,166.5631334
2544,Tyler Coates,tylercoates,362,351,18909,Los Angeles,HollywoodReporter,8.90E-05,5.15E-05,0.472951972,353.212353,166.5293105
2545,Nora Caplan-Bricker,NCaplanBricker,951,298,4029,"Providence, RI",NewYorker,0.000197845,0.000155525,0.496367592,298.400214,166.5189777
2546,Caroline Kenny,carolinerkenny,855,336,9000,DC,CNN,0.000176483,0.000179151,0.494772508,337.008,166.492928
2547,G. Daniela Galarza,gdanielagalarza,512,299,10275,eating fruit over the sink,WashingtonPost,0.000115861,8.88E-05,0.483106797,300.024075,166.4007463
2548,Anya Kamenetz,anya1anya,559,340,28903,"Brooklyn, NY",Mic,0.000124227,9.36E-05,0.486948427,343.2756733,166.3600072
2549,Isabella Steger,stegersaurus,536,327,25817,hk,Bloomberg,0.000123154,7.30E-05,0.482371639,329.814053,166.3349474
2550,Matthew Champion,matthewchampion,676,335,15391,London,VICE,0.000164791,0.000241284,0.495158942,336.7186617,166.3037509
2551,Alex Campbell,alexcampbell,838,334,6167,London,NBC,0.000175566,0.000134102,0.49732959,334.6865927,166.2788145
2552,Simon Kennedy,simonjkennedy,642,323,9202,London and Winchester,Bloomberg,0.000154919,0.000348255,0.489003155,323.9907487,166.0997716
2553,Tasneem Nashrulla,TasneemN,778,332,18385,New York via Mumbai,Buzzfeed,0.000162189,8.45E-05,0.498065046,334.0346067,165.8642785
2554,Nathaniel Rakich,baseballot,676,338,46561,Philadelphia via Boston,FiveThirtyEight,0.000147892,0.000149889,0.486684558,343.2458727,165.7759232
2555,Haley Mlotek,haleymlotek,452,348,14718,"New York, NY",OANN,0.000104747,4.67E-05,0.475183172,349.707288,165.7693811
2556,Jana Winter,janawinter,562,341,9446,,BostonGlobe,0.000118491,4.40E-05,0.485260222,342.0736953,165.7342465
2557,Henry Fountain,henryfountain,406,288,10267,"Land of Enchantment, USA",NYTimes,9.30E-05,0.000116306,0.478707894,288.985632,165.7245461
2558,Nicole Sganga,NicoleSganga,547,341,19631,"Washington, DC",CBS,0.000115129,4.12E-05,0.484366075,343.2313903,165.7092365
2559,Tierney Sneed,Tierney_Megan,631,339,15875,"Washington, DC",CNN,0.00012951,3.46E-05,0.487388845,340.793875,165.6619758
2560,Primrose Riordan,primroseriordan,782,337,15845,,FinancialTimes,0.000184346,0.000315482,0.490181905,338.7799217,165.6275447
2561,Lyndsey Layton,LyndseyLayton,455,288,8492,"Washington,D.C.",NYTimes,9.78E-05,3.83E-05,0.478346702,288.815232,165.5505983
2562,Christine Haughney,chaughney,851,332,6634,New York City,NBC,0.000177845,0.000142359,0.497857979,332.7341627,165.4716034
2563,Matt Novak,paleofuture,784,332,25127,"Perth, Australia",gizmodo,0.000174682,0.000318692,0.496093419,334.7807213,165.3927639
2564,Laurie McGinley,lauriemcginley2,518,298,7411,"Washington, D.C.",WashingtonPost,0.000110638,5.18E-05,0.481746359,298.7361593,165.2983964
2565,Julia Alexander,loudmouthjulia,416,347,24358,Brooklyn,Mic,0.000103465,8.50E-05,0.474179662,349.8174087,165.2083217
2566,Maxine Joselow,maxinejoselow,515,298,9375,"Washington, DC",WashingtonPost,0.000110918,5.27E-05,0.481144176,298.93125,165.1457468
2567,Eyder Peralta,eyderp,840,331,19858,"Nairobi, Kenya",NPR,0.000179072,0.000218483,0.497191933,333.1909993,165.1152034
2568,Joe Yonan,JoeYonan,403,286,23379,"Washington, DC",NYTimes,9.82E-05,9.45E-05,0.479069633,288.228798,165.0573477
2569,Ava Kofman,AvaKofman,729,336,8107,347-410-0113,ProPublica,0.000156175,0.000103035,0.490338013,336.907984,164.9761819
2570,Fares Akram,faresakram,369,346,15109,Gaza,ap,8.63E-05,4.31E-05,0.475560585,347.7425713,164.9583115
2571,Ian James,ByIanJames,443,333,13357,,LATimes,0.000100233,5.72E-05,0.470721066,334.482627,164.9540202
2572,Bryan Bender,BryanDBender,629,337,13866,"Phoenix and Wash., DC",Politico,0.000131581,6.00E-05,0.488095174,338.557614,164.8682056
2573,Karla Adam,karlaadam,750,288,4484,London,WashingtonPost,0.000171897,0.000244559,0.497375492,288.430464,164.8538717
2574,Amol Sharma,asharma,391,314,8341,"New York, NY",WallStJournal,8.67E-05,1.76E-05,0.476506744,314.8730247,164.8142306
2575,Keir Simmons,KeirSimmons,665,330,43935,"London, England",NBC,0.000152757,0.000237635,0.495591554,334.83285,164.7427726
2576,Naomi Nix,NaomiNixWrites,524,295,6576,"New York, NY",WashingtonPost,0.000113558,5.62E-05,0.485020005,295.64664,164.7233759
2577,Kathryn Vanarendonk,kvanaren,405,346,21029,New Jersey,Vulture,9.65E-05,3.72E-05,0.47422139,348.4253447,164.6556761
2578,David Haglund,dbhaglund,409,346,6631,"Brooklyn, NY",NewYorker,9.34E-05,3.03E-05,0.475350837,346.7647753,164.6531579
2579,Yuri Victor,yurivictor,453,345,9372,"New York, NY",Atlantic,9.96E-05,3.23E-05,0.47621198,346.07778,164.549759
